1.41844,-0.311303,1.0472,-1.56277,0.48641,1.5708,-3.79,1.31551,1.5708,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.41844,-0.311303,1.0472,-1.56277,0.48641,1.5708,-3.79,1.31551,1.5708,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.41844,-0.311303,1.0472,-1.56277,0.48641,1.5708,-3.79,1.31551,1.5708,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.16574,-0.158001,1.8326,-1.56231,0.369434,1.5708,-2.79908,-2.29,-3.14159,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.16574,-0.158001,1.8326,-1.56231,0.369434,1.5708,-2.79908,-2.29,-3.14159,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.16574,-0.158001,1.8326,-1.56231,0.369434,1.5708,-2.79908,-2.29,-3.14159,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.16574,-0.158001,1.8326,-1.56231,0.369434,1.5708,-2.79908,-2.29,-3.14159,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.16574,-0.158001,1.8326,-1.56231,0.369434,1.5708,-2.79908,-2.29,-3.14159,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.16574,-0.158001,1.8326,-1.56231,0.369434,1.5708,-2.79908,-2.29,-3.14159,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.16574,-0.158001,1.8326,-1.56231,0.369434,1.5708,-2.79908,-2.29,-3.14159,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.28863,1.32534,1.5708,-1.60387,0.137878,1.0472,3.79,-1.79137,-1.5708,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.28863,1.32534,1.5708,-1.60387,0.137878,1.0472,3.79,-1.79137,-1.5708,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.28863,1.32534,1.5708,-1.60387,0.137878,1.0472,3.79,-1.79137,-1.5708,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
1.28863,1.32534,1.5708,-1.60387,0.137878,1.0472,3.79,-1.79137,-1.5708,3.74,0.738068,3.14159,-3.4231,-1.12518,2.0944,2.71118,0.283203,1.0472,
2.40098,1.39706,1.5708,-0.622523,0.590418,-3.14159,-3.03997,2.29,0,-3.74,0.544739,0,-2.64488,-1.48269,0.523599,2.35249,-1.76108,2.0944,
2.40098,1.39706,1.5708,-0.622523,0.590418,-3.14159,-3.03997,2.29,0,-3.74,0.544739,0,-2.64488,-1.48269,0.523599,2.35249,-1.76108,2.0944,
2.40098,1.39706,1.5708,-0.622523,0.590418,-3.14159,-3.03997,2.29,0,-3.74,0.544739,0,-2.64488,-1.48269,0.523599,2.35249,-1.76108,2.0944,
2.46973,0.424957,1.309,-0.252441,-0.210266,2.87979,-3.79,-1.95862,1.5708,-3.74,0.544739,0,-2.7876,-1.37451,1.309,3.59644,-1.79214,2.61799,
